locus_tag	ftype	length_bp	gene	EC_number	COG	product
NJOOCDGH_01154	CDS	2325	mdoB_1	2.7.8.20		Phosphoglycerol transferase I
NJOOCDGH_01155	CDS	840	cvfB		COG2996	Conserved virulence factor B
NJOOCDGH_01156	CDS	375				hypothetical protein
NJOOCDGH_01157	CDS	555				hypothetical protein
NJOOCDGH_01158	CDS	507	pal_4			Peptidoglycan-associated lipoprotein
NJOOCDGH_01159	CDS	1308	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
NJOOCDGH_01160	CDS	573				hypothetical protein
NJOOCDGH_01161	CDS	444	def_2	3.5.1.88	COG0242	Peptide deformylase
NJOOCDGH_01162	CDS	132				hypothetical protein
NJOOCDGH_01163	CDS	321				hypothetical protein
NJOOCDGH_01164	CDS	1497	dgt_1	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
NJOOCDGH_01165	CDS	753	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
NJOOCDGH_01166	CDS	588				hypothetical protein
NJOOCDGH_01167	CDS	990	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
NJOOCDGH_01168	CDS	912	pgrR_1			HTH-type transcriptional regulator PgrR
NJOOCDGH_01169	CDS	408	fosA	2.5.1.18	COG0346	Glutathione transferase FosA
NJOOCDGH_01170	CDS	978				hypothetical protein
NJOOCDGH_01171	CDS	1269	tetA			Tetracycline resistance protein, class C
NJOOCDGH_01172	CDS	672				hypothetical protein
NJOOCDGH_01173	CDS	351				hypothetical protein
NJOOCDGH_01174	CDS	414				hypothetical protein
NJOOCDGH_01175	CDS	876	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
NJOOCDGH_01176	CDS	789	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
NJOOCDGH_01177	CDS	1017	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
NJOOCDGH_01178	CDS	876	dmlR_7			HTH-type transcriptional regulator DmlR
NJOOCDGH_01179	CDS	849				hypothetical protein
NJOOCDGH_01180	CDS	837	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
NJOOCDGH_01181	CDS	903	argP_1			HTH-type transcriptional regulator ArgP
NJOOCDGH_01182	CDS	717	phnR_1		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
NJOOCDGH_01183	CDS	654	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
NJOOCDGH_01184	CDS	1335	uhpC		COG2271	Membrane sensor protein UhpC
NJOOCDGH_01185	CDS	903	argP_2			HTH-type transcriptional regulator ArgP
NJOOCDGH_01186	CDS	1182	dhaT_1	1.1.1.202	COG1454	1,3-propanediol dehydrogenase
NJOOCDGH_01187	CDS	1491				hypothetical protein
NJOOCDGH_01188	CDS	1917	eta	2.4.2.36		Exotoxin A
NJOOCDGH_01189	CDS	369				hypothetical protein
NJOOCDGH_01190	CDS	2070	pys2	3.1.-.-	COG3209	Pyocin-S2
NJOOCDGH_01191	CDS	555				hypothetical protein
NJOOCDGH_01192	CDS	534	rayT		COG1943	REP-associated tyrosine transposase
NJOOCDGH_01193	CDS	1248	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
NJOOCDGH_01194	CDS	2892				hypothetical protein
NJOOCDGH_01195	CDS	711	ompR_1			Transcriptional regulatory protein OmpR
NJOOCDGH_01196	CDS	1617	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
NJOOCDGH_01197	CDS	210	cspA_2		COG1278	Major cold shock protein CspA
NJOOCDGH_01198	CDS	384				hypothetical protein
NJOOCDGH_01199	CDS	804	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
NJOOCDGH_01200	CDS	1152	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
NJOOCDGH_01201	CDS	2610				hypothetical protein
NJOOCDGH_01202	CDS	813	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
NJOOCDGH_01203	CDS	729				hypothetical protein
NJOOCDGH_01204	CDS	789				hypothetical protein
NJOOCDGH_01205	CDS	672	alyA_1	4.2.2.3		Alginate lyase
NJOOCDGH_01206	CDS	321				hypothetical protein
NJOOCDGH_01207	CDS	2058	loxA	1.13.11.33		Arachidonate 15-lipoxygenase
NJOOCDGH_01208	CDS	735				hypothetical protein
NJOOCDGH_01209	CDS	1197				Tn3 family transposase TnXax1
NJOOCDGH_01210	CDS	597	napC			Cytochrome c-type protein NapC
NJOOCDGH_01211	CDS	492	napB			Periplasmic nitrate reductase, electron transfer subunit
NJOOCDGH_01212	CDS	2490	napA_1	1.9.6.1		Periplasmic nitrate reductase
NJOOCDGH_01213	CDS	330	napD			Chaperone NapD
NJOOCDGH_01214	CDS	492	napF		COG1145	Ferredoxin-type protein NapF
NJOOCDGH_01215	CDS	168				hypothetical protein
NJOOCDGH_01216	CDS	603				hypothetical protein
NJOOCDGH_01217	CDS	678	phoP			Virulence transcriptional regulatory protein PhoP
NJOOCDGH_01218	CDS	1347	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
NJOOCDGH_01219	CDS	3363	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
NJOOCDGH_01220	CDS	1002				putative HTH-type transcriptional regulator
NJOOCDGH_01221	CDS	1311	dctA2		COG1301	C4-dicarboxylate transport protein 2
NJOOCDGH_01222	CDS	891	gcvA_5			Glycine cleavage system transcriptional activator
NJOOCDGH_01223	CDS	630	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
NJOOCDGH_01224	CDS	1020	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
NJOOCDGH_01225	CDS	1140	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NJOOCDGH_01226	CDS	1182	yfdE_2	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
NJOOCDGH_01227	CDS	498	sprT			Protein SprT
NJOOCDGH_01228	CDS	600	yohC_1			Inner membrane protein YohC
NJOOCDGH_01229	CDS	594				hypothetical protein
NJOOCDGH_01230	CDS	825	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
NJOOCDGH_01231	CDS	672				hypothetical protein
NJOOCDGH_01232	CDS	1419	ydgI		COG0531	Putative arginine/ornithine antiporter
NJOOCDGH_01233	CDS	765		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
NJOOCDGH_01234	CDS	1401	rocR		COG3829	Arginine utilization regulatory protein RocR
NJOOCDGH_01235	CDS	771	cobB_2	2.3.1.286		NAD-dependent protein deacetylase
NJOOCDGH_01236	CDS	612				hypothetical protein
NJOOCDGH_01237	CDS	534				hypothetical protein
NJOOCDGH_01238	CDS	663	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
NJOOCDGH_01239	CDS	915	dmlR_8			HTH-type transcriptional regulator DmlR
NJOOCDGH_01240	CDS	618	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
NJOOCDGH_01241	CDS	408				hypothetical protein
NJOOCDGH_01242	CDS	558		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
NJOOCDGH_01243	CDS	948				hypothetical protein
NJOOCDGH_01244	CDS	474				hypothetical protein
NJOOCDGH_01245	CDS	1842	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
NJOOCDGH_01246	CDS	1500	ethA	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
NJOOCDGH_01247	CDS	936				hypothetical protein
NJOOCDGH_01248	CDS	699	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
NJOOCDGH_01249	CDS	636				hypothetical protein
NJOOCDGH_01250	CDS	1230	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
NJOOCDGH_01251	CDS	960				hypothetical protein
NJOOCDGH_01252	CDS	1599				hypothetical protein
NJOOCDGH_01253	CDS	1479	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
NJOOCDGH_01254	CDS	747	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
NJOOCDGH_01255	CDS	1368		2.3.3.14		Homocitrate synthase
NJOOCDGH_01256	CDS	879				hypothetical protein
NJOOCDGH_01257	CDS	615				hypothetical protein
NJOOCDGH_01258	CDS	1263				hypothetical protein
NJOOCDGH_01259	CDS	1821	lgrB_1			Linear gramicidin synthase subunit B
NJOOCDGH_01260	CDS	1158	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
NJOOCDGH_01261	CDS	894	syrM1_1			HTH-type transcriptional regulator SyrM 1
NJOOCDGH_01262	CDS	780	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
NJOOCDGH_01263	CDS	627	kefF	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefF
NJOOCDGH_01264	CDS	609				hypothetical protein
NJOOCDGH_01265	CDS	891				hypothetical protein
NJOOCDGH_01266	CDS	351				hypothetical protein
NJOOCDGH_01267	CDS	807	nimR_5			HTH-type transcriptional regulator NimR
NJOOCDGH_01268	CDS	189				hypothetical protein
NJOOCDGH_01269	CDS	909	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
NJOOCDGH_01270	CDS	2040	aaeB_2			p-hydroxybenzoic acid efflux pump subunit AaeB
NJOOCDGH_01271	CDS	258				hypothetical protein
NJOOCDGH_01272	CDS	504				hypothetical protein
NJOOCDGH_01273	CDS	783	nimR_6			HTH-type transcriptional regulator NimR
NJOOCDGH_01274	CDS	1512	emrB_1			Colistin resistance protein EmrB
NJOOCDGH_01275	CDS	1152	emrA_1			Colistin resistance protein EmrA
NJOOCDGH_01276	CDS	1449	oprM_2		COG1538	Outer membrane protein OprM
NJOOCDGH_01277	CDS	156				hypothetical protein
NJOOCDGH_01278	CDS	885				hypothetical protein
NJOOCDGH_01279	CDS	798	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
NJOOCDGH_01280	CDS	561	yxaF_2			putative HTH-type transcriptional regulator YxaF
NJOOCDGH_01281	CDS	1773				hypothetical protein
NJOOCDGH_01282	CDS	2577	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
NJOOCDGH_01283	CDS	315				hypothetical protein
NJOOCDGH_01284	CDS	1245				hypothetical protein
NJOOCDGH_01285	CDS	1782	prsD_1			Type I secretion system ATP-binding protein PrsD
NJOOCDGH_01286	CDS	1299	prsE_1			Type I secretion system membrane fusion protein PrsE
NJOOCDGH_01287	CDS	1446	tolC_1		COG1538	Outer membrane protein TolC
NJOOCDGH_01288	CDS	1440	aprA_1	3.4.24.40	COG2931	Serralysin
NJOOCDGH_01289	CDS	396	inh			Proteinase inhibitor
NJOOCDGH_01290	CDS	1626				hypothetical protein
NJOOCDGH_01291	CDS	1005	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
NJOOCDGH_01292	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
NJOOCDGH_01293	CDS	918	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
NJOOCDGH_01294	CDS	1035		4.2.1.77	COG3938	putative trans-3-hydroxy-L-proline dehydratase
NJOOCDGH_01295	CDS	723	glnQ_1			Glutamine transport ATP-binding protein GlnQ
NJOOCDGH_01296	CDS	645	yecS_2		COG0765	L-cystine transport system permease protein YecS
NJOOCDGH_01297	CDS	666	yecS_3		COG0765	L-cystine transport system permease protein YecS
NJOOCDGH_01298	CDS	1743				hypothetical protein
NJOOCDGH_01299	CDS	822	artI		COG0834	Putative ABC transporter arginine-binding protein 2
NJOOCDGH_01300	CDS	798	rhaS_3			HTH-type transcriptional activator RhaS
NJOOCDGH_01301	CDS	1443	jefA			Drug efflux pump JefA
NJOOCDGH_01302	CDS	864				hypothetical protein
NJOOCDGH_01303	CDS	867	hdfR_2			HTH-type transcriptional regulator HdfR
NJOOCDGH_01304	CDS	903				hypothetical protein
NJOOCDGH_01305	CDS	1254	hcnB_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
NJOOCDGH_01306	CDS	237				hypothetical protein
NJOOCDGH_01307	CDS	1116	hcnC_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnC
NJOOCDGH_01308	CDS	945		5.1.1.8	COG3938	4-hydroxyproline 2-epimerase
NJOOCDGH_01309	CDS	669	glaR		COG1802	HTH-type transcriptional repressor GlaR
NJOOCDGH_01310	CDS	2061	aaeB_3			p-hydroxybenzoic acid efflux pump subunit AaeB
NJOOCDGH_01311	CDS	1851	btuB_1		COG4206	Vitamin B12 transporter BtuB
NJOOCDGH_01312	CDS	612	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
NJOOCDGH_01313	CDS	1308	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
NJOOCDGH_01314	CDS	657	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
NJOOCDGH_01315	CDS	939	cobD		COG1270	Cobalamin biosynthesis protein CobD
NJOOCDGH_01316	CDS	975	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
NJOOCDGH_01317	CDS	1473	cobQ			Cobyric acid synthase
NJOOCDGH_01318	CDS	522	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
NJOOCDGH_01319	CDS	1056	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
NJOOCDGH_01320	CDS	585	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
NJOOCDGH_01321	CDS	738	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
NJOOCDGH_01322	CDS	1506	smvA			Methyl viologen resistance protein SmvA
NJOOCDGH_01323	CDS	561				hypothetical protein
NJOOCDGH_01324	CDS	1821	dmdC_4	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
NJOOCDGH_01325	CDS	414				hypothetical protein
NJOOCDGH_01326	CDS	1200				L-lactate transporter
NJOOCDGH_01327	CDS	555	btuE_2	1.11.1.15		Thioredoxin/glutathione peroxidase BtuE
NJOOCDGH_01328	tRNA	96				tRNA-Ser(cga)
NJOOCDGH_01329	CDS	480				hypothetical protein
NJOOCDGH_01330	CDS	594	tetC_1			Transposon Tn10 TetC protein
NJOOCDGH_01331	CDS	840				hypothetical protein
NJOOCDGH_01332	CDS	855	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
NJOOCDGH_01333	CDS	1062				hypothetical protein
NJOOCDGH_01334	CDS	1125	rnd	3.1.13.5	COG0349	Ribonuclease D
NJOOCDGH_01335	CDS	294	ycgL		COG3100	Protein YcgL
NJOOCDGH_01336	CDS	933	ghrA	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
NJOOCDGH_01337	CDS	981	czcD_2		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
NJOOCDGH_01338	CDS	276	rcnR		COG1937	Transcriptional repressor RcnR
NJOOCDGH_01339	CDS	450				hypothetical protein
NJOOCDGH_01340	CDS	528	fecI_2		COG1595	putative RNA polymerase sigma factor FecI
NJOOCDGH_01341	CDS	984	fecR_2		COG3712	Protein FecR
NJOOCDGH_01342	CDS	2556	tdhA		COG1629	TonB-dependent heme receptor A
NJOOCDGH_01343	CDS	540				hypothetical protein
NJOOCDGH_01344	CDS	2052	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
NJOOCDGH_01345	CDS	474				hypothetical protein
NJOOCDGH_01346	CDS	462				hypothetical protein
NJOOCDGH_01347	CDS	774	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
NJOOCDGH_01348	CDS	525				hypothetical protein
NJOOCDGH_01349	CDS	861	cysL_1		COG0583	HTH-type transcriptional regulator CysL
NJOOCDGH_01350	CDS	1116	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
NJOOCDGH_01351	CDS	828	phnX_1	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
NJOOCDGH_01352	CDS	912	pgrR_2			HTH-type transcriptional regulator PgrR
NJOOCDGH_01353	CDS	1359	emrB_2			Multidrug export protein EmrB
NJOOCDGH_01354	CDS	387				hypothetical protein
NJOOCDGH_01355	CDS	615	betI_1			HTH-type transcriptional regulator BetI
NJOOCDGH_01356	CDS	1542	stp			Multidrug resistance protein Stp
NJOOCDGH_01357	CDS	996	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
NJOOCDGH_01358	CDS	1977	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
NJOOCDGH_01359	CDS	630	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
NJOOCDGH_01360	CDS	336	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
NJOOCDGH_01361	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
NJOOCDGH_01362	CDS	2199	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
NJOOCDGH_01363	CDS	333				hypothetical protein
NJOOCDGH_01364	CDS	513				hypothetical protein
NJOOCDGH_01365	CDS	408	yybH		COG4319	putative protein YybH
NJOOCDGH_01366	CDS	1548	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
NJOOCDGH_01367	CDS	1971				hypothetical protein
NJOOCDGH_01368	CDS	909	pgrR_3			HTH-type transcriptional regulator PgrR
NJOOCDGH_01369	CDS	417				hypothetical protein
NJOOCDGH_01370	CDS	780	actIII_1	1.3.1.-		Putative ketoacyl reductase
NJOOCDGH_01371	CDS	1548				hypothetical protein
NJOOCDGH_01372	CDS	732	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
NJOOCDGH_01373	CDS	207				hypothetical protein
NJOOCDGH_01374	CDS	1113	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
NJOOCDGH_01375	CDS	1326	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
NJOOCDGH_01376	CDS	1902	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
NJOOCDGH_01377	CDS	1089	ansB	3.5.1.38	COG0252	Glutaminase-asparaginase
NJOOCDGH_01378	CDS	1674	ggt_2	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
NJOOCDGH_01379	CDS	735	glnQ_2			Glutamine transport ATP-binding protein GlnQ
NJOOCDGH_01380	CDS	666	gltK		COG0765	Glutamate/aspartate import permease protein GltK
NJOOCDGH_01381	CDS	747	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
NJOOCDGH_01382	CDS	909	gltI_1		COG0834	Glutamate/aspartate import solute-binding protein
NJOOCDGH_01383	CDS	459				hypothetical protein
NJOOCDGH_01384	CDS	795	ped	1.1.1.311		(S)-1-Phenylethanol dehydrogenase
NJOOCDGH_01385	CDS	1590				hypothetical protein
NJOOCDGH_01386	CDS	1566				hypothetical protein
NJOOCDGH_01387	CDS	693				hypothetical protein
NJOOCDGH_01388	CDS	339				hypothetical protein
NJOOCDGH_01389	CDS	351				hypothetical protein
NJOOCDGH_01390	CDS	750				hypothetical protein
NJOOCDGH_01391	CDS	1245				hypothetical protein
NJOOCDGH_01392	CDS	1212				putative transporter
NJOOCDGH_01393	CDS	414				hypothetical protein
NJOOCDGH_01394	CDS	426				hypothetical protein
NJOOCDGH_01395	CDS	270				hypothetical protein
NJOOCDGH_01396	CDS	1107				hypothetical protein
NJOOCDGH_01397	CDS	477				hypothetical protein
NJOOCDGH_01398	CDS	399				hypothetical protein
NJOOCDGH_01399	CDS	606				hypothetical protein
NJOOCDGH_01400	CDS	894	rhtA		COG5006	Threonine/homoserine exporter RhtA
NJOOCDGH_01401	CDS	1434	mdtK_1		COG0534	Multidrug resistance protein MdtK
NJOOCDGH_01402	CDS	324				hypothetical protein
NJOOCDGH_01403	CDS	525				hypothetical protein
NJOOCDGH_01404	CDS	843				hypothetical protein
NJOOCDGH_01405	CDS	2442	iutA_1			Ferric aerobactin receptor
NJOOCDGH_01406	CDS	771				hypothetical protein
NJOOCDGH_01407	CDS	261				hypothetical protein
NJOOCDGH_01408	CDS	837	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
NJOOCDGH_01409	CDS	1425				IS1182 family transposase ISPa22
NJOOCDGH_01410	CDS	753				hypothetical protein
NJOOCDGH_01411	CDS	1866				hypothetical protein
NJOOCDGH_01412	CDS	702				hypothetical protein
NJOOCDGH_01413	CDS	2136				hypothetical protein
NJOOCDGH_01414	CDS	1269	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NJOOCDGH_01415	CDS	507			COG1733	putative HTH-type transcriptional regulator
NJOOCDGH_01416	CDS	1143	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
NJOOCDGH_01417	CDS	1734	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
NJOOCDGH_01418	CDS	534	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
NJOOCDGH_01419	CDS	363				hypothetical protein
NJOOCDGH_01420	CDS	834				hypothetical protein
NJOOCDGH_01421	CDS	912				hypothetical protein
NJOOCDGH_01422	CDS	660				hypothetical protein
NJOOCDGH_01423	CDS	2010	sctC_1			Type 3 secretion system secretin
NJOOCDGH_01424	CDS	1806				hypothetical protein
NJOOCDGH_01425	CDS	1014	lnpD	5.1.3.2		UDP-glucose 4-epimerase
NJOOCDGH_01426	CDS	1152	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
NJOOCDGH_01427	CDS	987				hypothetical protein
NJOOCDGH_01428	CDS	1251				hypothetical protein
NJOOCDGH_01429	CDS	729				hypothetical protein
NJOOCDGH_01430	CDS	1485				hypothetical protein
NJOOCDGH_01431	CDS	879				hypothetical protein
NJOOCDGH_01432	CDS	1248	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
NJOOCDGH_01433	CDS	1224				hypothetical protein
NJOOCDGH_01434	CDS	591	cysC	2.7.1.25		Adenylyl-sulfate kinase
NJOOCDGH_01435	CDS	255				hypothetical protein
NJOOCDGH_01436	CDS	417				hypothetical protein
NJOOCDGH_01437	CDS	1623	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
NJOOCDGH_01438	CDS	633	degU_1		COG2197	Transcriptional regulatory protein DegU
NJOOCDGH_01439	CDS	342				hypothetical protein
NJOOCDGH_01440	CDS	921	pcpR_3			PCP degradation transcriptional activation protein
NJOOCDGH_01441	CDS	3288	accA_1	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NJOOCDGH_01442	CDS	408				hypothetical protein
NJOOCDGH_01443	CDS	666	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
NJOOCDGH_01444	CDS	633	slmA			Nucleoid occlusion factor SlmA
NJOOCDGH_01445	CDS	228				hypothetical protein
NJOOCDGH_01446	CDS	1956	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
NJOOCDGH_01447	CDS	759				hypothetical protein
NJOOCDGH_01448	CDS	942	rlmL_1	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
NJOOCDGH_01449	CDS	2424				hypothetical protein
NJOOCDGH_01450	CDS	1041	aphA	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 1
NJOOCDGH_01451	CDS	1092	potF_2		COG0687	Putrescine-binding periplasmic protein
NJOOCDGH_01452	CDS	912				hypothetical protein
NJOOCDGH_01453	CDS	1194				hypothetical protein
NJOOCDGH_01454	CDS	873	gltR_2		COG0583	HTH-type transcriptional regulator GltR
NJOOCDGH_01455	CDS	135				hypothetical protein
NJOOCDGH_01456	CDS	729	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
NJOOCDGH_01457	CDS	1383		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
NJOOCDGH_01458	CDS	1602	aruI_1	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
NJOOCDGH_01459	CDS	1392	opuE		COG0591	Osmoregulated proline transporter OpuE
NJOOCDGH_01460	CDS	1512				hypothetical protein
NJOOCDGH_01461	CDS	420				hypothetical protein
NJOOCDGH_01462	CDS	960	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
NJOOCDGH_01463	CDS	894	argP_3			HTH-type transcriptional regulator ArgP
NJOOCDGH_01464	CDS	1323	bdlA_1		COG0840	Biofilm dispersion protein BdlA
NJOOCDGH_01465	CDS	612				hypothetical protein
NJOOCDGH_01466	CDS	336				hypothetical protein
NJOOCDGH_01467	CDS	1641	expZ		COG0488	Nucleotide-binding protein ExpZ
NJOOCDGH_01468	CDS	1590				hypothetical protein
NJOOCDGH_01469	CDS	432	yjaB_2	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
NJOOCDGH_01470	CDS	2709	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
NJOOCDGH_01471	CDS	720	lasR		COG2771	Transcriptional activator protein LasR
NJOOCDGH_01472	CDS	210				hypothetical protein
NJOOCDGH_01473	CDS	606	lasI	2.3.1.184	COG3916	Acyl-homoserine-lactone synthase
NJOOCDGH_01474	CDS	1953				hypothetical protein
NJOOCDGH_01475	CDS	714				hypothetical protein
NJOOCDGH_01476	CDS	1158	mdtA_2			Multidrug resistance protein MdtA
NJOOCDGH_01477	CDS	3111	mdtB_1			Multidrug resistance protein MdtB
NJOOCDGH_01478	CDS	690	czcR_1			Transcriptional activator protein CzcR
NJOOCDGH_01479	CDS	1416	czcS_1	2.7.13.3		Sensor protein CzcS
NJOOCDGH_01480	CDS	408	ybaN		COG2832	Inner membrane protein YbaN
NJOOCDGH_01481	CDS	588				hypothetical protein
NJOOCDGH_01482	CDS	1284				hypothetical protein
NJOOCDGH_01483	CDS	522				hypothetical protein
NJOOCDGH_01484	CDS	972	fliM		COG1868	Flagellar motor switch protein FliM
NJOOCDGH_01485	CDS	474	fliN		COG1886	Flagellar motor switch protein FliN
NJOOCDGH_01486	CDS	453				hypothetical protein
NJOOCDGH_01487	CDS	768	fliP		COG1338	Flagellar biosynthetic protein FliP
NJOOCDGH_01488	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
NJOOCDGH_01489	CDS	777	fliR		COG1684	Flagellar biosynthetic protein FliR
NJOOCDGH_01490	CDS	1137	flhB		COG1377	Flagellar biosynthetic protein FlhB
NJOOCDGH_01491	CDS	1260				hypothetical protein
NJOOCDGH_01492	CDS	1344				hypothetical protein
NJOOCDGH_01493	CDS	2124	flhA		COG1298	Flagellar biosynthesis protein FlhA
NJOOCDGH_01494	CDS	1290	srp54			Signal recognition particle 54 kDa protein
NJOOCDGH_01495	CDS	834	ylxH		COG0455	Flagellum site-determining protein YlxH
NJOOCDGH_01496	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
